anime_id,title,score,rank,popularity,members,favorites,episodes,type,duration,status,genres,studios
76,Mahou Shoujo Lyrical Nanoha,7.42,2521.0,2237,111487,1094,13.0,TV,25 min per ep,Finished Airing,"Action,Comedy,Drama",Seven Arcs
5267,Gamba no Bouken,7.42,2515.0,9219,5617,43,26.0,TV,24 min per ep,Finished Airing,"Adventure,Suspense",Tokyo Movie Shinsha
39989,Yamiyo,7.42,,7839,8447,31,1.0,Music,4 min,Finished Airing,,Twin Engine
35078,Mitsuboshi Colors,7.42,2525.0,2245,110903,352,12.0,TV,23 min per ep,Finished Airing,Slice of Life,SILVER LINK.
3613,Toshokan Sensou,7.42,2538.0,2782,79757,417,12.0,TV,23 min per ep,Finished Airing,"Action,Romance",Production I.G
2393,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,7.42,2510.0,6689,12443,7,1.0,Movie,1 hr 23 min,Finished Airing,"Adventure,Comedy,Fantasy",Shin-Ei Animation
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,7.42,2508.0,6454,13578,9,1.0,Movie,1 hr 31 min,Finished Airing,"Adventure,Comedy,Fantasy",Shin-Ei Animation
6573,Darker than Black: Ryuusei no Gemini,7.42,2506.0,630,430349,1525,12.0,TV,24 min per ep,Finished Airing,"Action,Mystery",Bones
1972,Meitantei Holmes,7.42,2523.0,6186,15121,101,26.0,TV,25 min per ep,Finished Airing,"Action,Adventure,Comedy,Mystery","Gallop,TMS Entertainment"
1608,Salaryman Kintarou,7.42,2530.0,6893,11549,39,20.0,TV,25 min per ep,Finished Airing,"Action,Comedy,Drama",JCF
1391,Future GPX Cyber Formula,7.42,2512.0,6951,11326,70,37.0,TV,24 min per ep,Finished Airing,"Adventure,Sci-Fi",Sunrise
39024,Wu Dong Qian Kun,7.42,2539.0,7379,9826,69,12.0,ONA,24 min per ep,Finished Airing,"Action,Adventure,Fantasy",Motion Magic
2942,Sketchbook: Full Color's,7.42,2534.0,4397,34928,215,13.0,TV,23 min per ep,Finished Airing,Slice of Life,HAL Film Maker
2923,Shugo Chara!,7.42,2531.0,1221,233877,3159,51.0,TV,24 min per ep,Finished Airing,Comedy,Satelight
814,Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7.42,2537.0,6012,16273,29,1.0,Movie,30 min,Finished Airing,"Comedy,Sports",Trans Arts
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.42,2504.0,1065,267309,560,1.0,Movie,1 hr 32 min,Finished Airing,"Action,Adventure,Supernatural",Studio Pierrot
50598,Aggressive Retsuko (ONA) 5th Season,7.42,2503.0,4380,35239,62,10.0,ONA,18 min per ep,Finished Airing,Comedy,Fanworks
14837,Dragon Ball Z Movie 14: Kami to Kami,7.42,2510.0,1169,245355,335,1.0,Movie,1 hr 25 min,Finished Airing,"Action,Adventure,Fantasy",Toei Animation
44212,Shenhai,7.42,2529.0,10403,3921,28,1.0,Movie,1 hr 52 min,Finished Airing,"Adventure,Fantasy",October Media
527,Pokemon,7.42,2527.0,357,685159,5873,276.0,TV,24 min per ep,Finished Airing,"Action,Adventure,Comedy,Fantasy",OLM
501,Doraemon,7.42,2507.0,5333,22259,148,26.0,TV,25 min per ep,Finished Airing,"Adventure,Comedy,Fantasy",Nippon TV Douga
50002,Edens Zero 2nd Season,7.42,2511.0,2714,83558,308,25.0,TV,23 min per ep,Finished Airing,"Action,Adventure,Fantasy,Sci-Fi",J.C.Staff
8476,Otome Youkai Zakuro,7.42,2528.0,1981,131853,434,13.0,TV,24 min per ep,Finished Airing,"Romance,Supernatural",J.C.Staff
10497,Hetalia World Series Specials,7.42,2519.0,5032,25567,38,4.0,Special,5 min per ep,Finished Airing,Comedy,Studio Deen
27411,Koukaku Kidoutai: Shin Movie,7.42,2520.0,3610,50572,71,1.0,Movie,1 hr 39 min,Finished Airing,"Award Winning,Mystery,Sci-Fi",Production I.G
8407,Sora no Otoshimono Forte,7.42,2534.0,926,305775,896,12.0,TV,23 min per ep,Finished Airing,"Comedy,Romance,Sci-Fi,Supernatural,Ecchi",AIC ASTA
1327,Aoki Densetsu Shoot!,7.42,2504.0,5973,16583,75,58.0,TV,24 min per ep,Finished Airing,"Romance,Sports",Toei Animation
1913,Shonan Junai Gumi!,7.42,2532.0,3577,51393,182,5.0,OVA,46 min per ep,Finished Airing,"Action,Comedy","J.C.Staff,Life Work"
28979,To LOVE-Ru Darkness 2nd,7.42,2537.0,1020,278808,975,12.0,TV,23 min per ep,Finished Airing,"Comedy,Romance,Sci-Fi,Ecchi",Xebec
49930,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,7.42,2515.0,932,304703,1456,13.0,TV,24 min per ep,Finished Airing,"Action,Fantasy,Romance",J.C.Staff
49483,Mini Dragon Specials,7.42,2525.0,3822,45944,126,8.0,Special,1 min per ep,Finished Airing,"Slice of Life,Supernatural",Kyoto Animation
25183,Gangsta.,7.42,2515.0,399,628122,4118,12.0,TV,23 min per ep,Finished Airing,"Action,Drama",Manglobe
62497,Sai Ngoi (2025),7.41,2577.0,12522,2152,12,1.0,Movie,1 hr 51 min,Finished Airing,"Drama,Fantasy",
61621,Yun Shen Buzhi Meng,7.41,2593.0,13250,1704,25,26.0,ONA,23 min per ep,Finished Airing,"Action,Adventure,Fantasy",Yien Animation Studio
61294,Caramel Pain,7.41,,15312,1020,1,1.0,Music,3 min,Finished Airing,Action,
58511,Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,7.41,2566.0,3771,46941,137,12.0,TV,23 min per ep,Finished Airing,"Action,Adventure,Fantasy",Telecom Animation Film
56701,Watashi no Shiawase na Kekkon 2nd Season,7.41,2589.0,1728,156477,689,13.0,TV,23 min per ep,Finished Airing,"Drama,Fantasy,Romance",Kinema Citrus
54850,Oooku,7.41,2569.0,4461,33666,193,10.0,ONA,31 min per ep,Finished Airing,Drama,Studio Deen
54437,Lian Qi Shi Wan Nian,7.41,2562.0,10378,3947,37,360.0,ONA,12 min per ep,Currently Airing,"Action,Adventure,Fantasy",Suoyi Technology
53876,Pokemon (2023),7.41,2571.0,3988,42687,413,,TV,24 min,Currently Airing,"Action,Adventure,Comedy,Fantasy",OLM
53802,2.5-jigen no Ririsa,7.41,2541.0,1659,165493,1005,24.0,TV,24 min per ep,Finished Airing,"Comedy,Ecchi",J.C.Staff
53516,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",7.41,2585.0,1046,271778,1219,12.0,TV,23 min per ep,Finished Airing,"Adventure,Fantasy",Tsumugi Akita Animation Lab
52657,Ousama Ranking: Yuuki no Takarabako,7.41,2569.0,1666,164764,658,10.0,TV,22 min per ep,Finished Airing,"Adventure,Fantasy",Wit Studio
21829,Fella Pure: Mitarashi-san Chi no Jijou The Animation,7.41,,4417,34602,455,1.0,OVA,29 min,Finished Airing,Hentai,Office TakeOut
24641,Baku Ane: Otouto Shibocchau zo! The Animation,7.41,,4020,42248,551,1.0,OVA,33 min,Finished Airing,Hentai,Seven
38357,Majimoji Rurumo: Kanketsu-hen,7.41,2565.0,7224,10380,16,2.0,OVA,27 min per ep,Finished Airing,"Comedy,Supernatural,Ecchi",J.C.Staff
8557,Shinryaku! Ika Musume,7.41,2579.0,1315,215432,1184,12.0,TV,24 min per ep,Finished Airing,Comedy,Diomedéa
31485,Aikatsu Stars! Movie,7.41,2544.0,8591,6693,24,1.0,Movie,59 min,Finished Airing,Slice of Life,Bandai Namco Pictures
30868,Ajin Part 1: Shoudou,7.41,2545.0,3699,48508,51,1.0,Movie,1 hr 44 min,Finished Airing,"Action,Horror,Mystery,Supernatural",Polygon Pictures
14467,K,7.41,2555.0,285,806488,6973,13.0,TV,24 min per ep,Finished Airing,"Action,Mystery",GoHands
15195,Hetalia: The Beautiful World,7.41,2549.0,2888,75071,576,20.0,ONA,5 min per ep,Finished Airing,Comedy,Studio Deen
15051,Love Live! School Idol Project,7.41,2563.0,565,471594,8300,13.0,TV,23 min per ep,Finished Airing,Slice of Life,Sunrise
37305,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,7.41,2557.0,5261,22954,37,1.0,Movie,1 hr 6 min,Finished Airing,Action,GoHands
23281,Psycho-Pass 2,7.41,2573.0,348,696019,1517,11.0,TV,23 min per ep,Finished Airing,"Action,Mystery,Sci-Fi,Suspense",Tatsunoko Production
8857,Nichijou: Nichijou no 0-wa,7.41,2567.0,2523,93796,66,1.0,OVA,22 min,Finished Airing,Comedy,Kyoto Animation
23701,Toradora! Recap,7.41,2588.0,3083,67306,71,1.0,OVA,29 min,Finished Airing,"Comedy,Romance",J.C.Staff
11319,Zero no Tsukaima F,7.41,2593.0,598,448412,1245,12.0,TV,24 min per ep,Finished Airing,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi",J.C.Staff
40842,Idoly Pride,7.41,2553.0,2921,73738,565,12.0,TV,23 min per ep,Finished Airing,Drama,Lerche
2971,Kyou kara Maou! R,7.41,2562.0,4991,25973,52,5.0,OVA,25 min per ep,Finished Airing,"Adventure,Comedy,Fantasy",Studio Deen
32215,High School DxD BorN: Yomigaeranai Fushichou,7.41,2550.0,1720,157280,290,1.0,OVA,24 min,Finished Airing,"Action,Comedy,Romance,Supernatural,Ecchi",TNK
32071,Gantz:O,7.41,2546.0,2297,107385,385,1.0,Movie,1 hr 35 min,Finished Airing,"Action,Drama,Horror,Sci-Fi,Suspense",Digital Frontier
37349,Goblin Slayer,7.41,2547.0,135,1240935,7698,12.0,TV,23 min per ep,Finished Airing,"Action,Adventure,Fantasy",White Fox
30296,Rakudai Kishi no Cavalry,7.41,2574.0,180,1041438,9090,12.0,TV,23 min per ep,Finished Airing,"Action,Fantasy,Romance,Ecchi","SILVER LINK.,Nexus"
4312,Hokuto no Ken: Toki-den,7.41,2553.0,7384,9823,16,1.0,OVA,57 min,Finished Airing,Action,APPP
4037,Cowboy Bebop: Yose Atsume Blues,7.41,2546.0,3494,53750,102,1.0,TV Special,27 min,Finished Airing,Sci-Fi,Sunrise
19195,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,7.41,2560.0,3866,45003,22,1.0,Movie,59 min,Finished Airing,"Mystery,Sci-Fi,Suspense",Production I.G
3974,Tetsuwan Birdy Decode,7.41,2587.0,2345,104894,420,13.0,TV,23 min per ep,Finished Airing,"Action,Comedy,Sci-Fi",A-1 Pictures
18523,Senyuu. 2,7.41,2579.0,3296,59243,110,13.0,TV,4 min per ep,Finished Airing,"Action,Comedy,Fantasy","Ordet,LIDENFILMS"
48727,Yoru no Kuni,7.41,2592.0,6005,16296,53,3.0,ONA,8 min per ep,Finished Airing,"Fantasy,Slice of Life",Studio Daisy
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,7.41,2582.0,5082,24945,79,13.0,TV,24 min per ep,Finished Airing,"Drama,Sci-Fi",I.Gzwei
798,Yomigaeru Sora: Rescue Wings,7.41,2591.0,5956,16717,52,12.0,TV,23 min per ep,Finished Airing,Drama,J.C.Staff
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.41,2565.0,2167,117383,190,1.0,Special,1 hr,Finished Airing,"Action,Comedy,Supernatural",Bones
15437,"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",7.41,2558.0,2236,111541,59,1.0,OVA,26 min,Finished Airing,"Action,Comedy,Fantasy,Ecchi",Studio Deen
714,High School! Kimengumi,7.41,2552.0,9165,5692,37,86.0,TV,25 min per ep,Finished Airing,"Comedy,Romance","Gallop,Studio Comet"
24703,High School DxD BorN,7.41,2549.0,259,854442,3943,12.0,TV,24 min per ep,Finished Airing,"Action,Comedy,Romance,Supernatural,Ecchi",TNK
2555,Shoukoushi Cedie,7.41,2581.0,9354,5395,17,43.0,TV,24 min per ep,Finished Airing,Drama,Nippon Animation
16417,Tamako Market,7.41,2583.0,570,465861,1734,12.0,TV,23 min per ep,Finished Airing,Slice of Life,Kyoto Animation
433,"Kumo no Mukou, Yakusoku no Basho",7.41,2560.0,1227,233141,748,1.0,Movie,1 hr 30 min,Finished Airing,"Award Winning,Drama,Romance,Sci-Fi",CoMix Wave Films
2014,Taiho Shichau zo: Second Season,7.41,2583.0,6552,13037,15,26.0,TV,24 min per ep,Finished Airing,"Action,Comedy",Studio Deen
1873,Plawres Sanshirou,7.41,2570.0,9893,4580,25,37.0,TV,25 min per ep,Finished Airing,"Action,Adventure,Sci-Fi",Kaname Productions
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.41,2577.0,1223,233520,1043,12.0,TV,23 min per ep,Finished Airing,"Drama,Mystery,Suspense",TROYCA
10731,Tennis no Oujisama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,7.41,2585.0,6847,11796,12,1.0,Movie,1 hr 27 min,Finished Airing,Sports,"Production I.G,M.S.C"
10471,Ie Naki Ko Remy Specials,7.41,2554.0,11399,2947,5,3.0,Special,23 min per ep,Finished Airing,"Adventure,Drama",Nippon Animation
50710,Urusei Yatsura (2022),7.41,2588.0,1376,205276,1263,23.0,TV,22 min per ep,Finished Airing,"Comedy,Romance,Sci-Fi",David Production
64,Rozen Maiden,7.41,2575.0,1289,220621,2146,12.0,TV,24 min per ep,Finished Airing,"Action,Drama,Supernatural",Nomad
17187,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,7.41,2559.0,3044,68585,71,1.0,Movie,58 min,Finished Airing,"Mystery,Sci-Fi",Production I.G
51145,Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,7.41,2573.0,5710,18593,57,3.0,ONA,10 min per ep,Finished Airing,"Action,Adventure,Fantasy",Wit Studio
64080,Jujutsu Kaisen Modulo Saishuu Sankan Hatsubai Kinen Special PV,7.4,,13414,1641,7,1.0,PV,30 sec,Finished Airing,"Action,Sci-Fi,Supernatural",MAPPA
58696,Yuanshen: Xuqu PV - Zhi Zhongmu de Huanyan,7.4,,12341,2265,9,1.0,PV,3 min,Finished Airing,Fantasy,
57362,Hoshifuru Oukoku no Nina,7.4,2603.0,2981,70872,440,12.0,TV,23 min per ep,Finished Airing,"Fantasy,Romance",Signal.MD
57325,Ramen Akaneko,7.4,2620.0,5705,18625,103,12.0,TV,23 min per ep,Finished Airing,Comedy,E&H Production
55749,Megami no Café Terrace 2nd Season,7.4,2612.0,2672,85731,413,12.0,TV,23 min per ep,Finished Airing,"Comedy,Romance,Ecchi",Tezuka Productions
54853,Maou 2099,7.4,2611.0,1866,142340,407,12.0,TV,23 min per ep,Finished Airing,"Action,Fantasy,Sci-Fi",J.C.Staff
39058,Megane no Megami,7.4,,6734,12270,100,2.0,OVA,15 min per ep,Finished Airing,Hentai,T-Rex
3559,Stringendo: Angel-tachi no Private Lesson,7.4,,5769,18077,163,12.0,OVA,27 min per ep,Finished Airing,Hentai,"Flavors Soft,Maboroshi Koubou"
34277,"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",7.4,2617.0,2790,79468,50,1.0,OVA,22 min,Finished Airing,Comedy,Doga Kobo
33248,K: Seven Stories Movie 1 - R:B - Blaze,7.4,2606.0,2997,70507,162,1.0,Movie,55 min,Finished Airing,"Action,Drama",GoHands
9834,Level E,7.4,2609.0,2408,100298,340,13.0,TV,24 min per ep,Finished Airing,"Comedy,Sci-Fi","Studio Pierrot,David Production"
22429,Itadaki! Seieki♥,7.4,,2954,72580,860,1.0,OVA,23 min,Finished Airing,"Supernatural,Hentai",Peak Hunt
36951,Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.4,2632.0,5244,23091,28,2.0,Special,15 min per ep,Finished Airing,"Action,Supernatural",Studio Pierrot
15315,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,7.4,2615.0,405,619473,3748,10.0,TV,23 min per ep,Finished Airing,"Action,Comedy,Fantasy",Diomedéa
16011,Tokyo Ravens,7.4,2626.0,503,518057,2079,24.0,TV,23 min per ep,Finished Airing,"Action,Fantasy,Romance",8bit
33094,WWW.Working!!,7.4,2630.0,1649,166867,297,13.0,TV,23 min per ep,Finished Airing,Comedy,A-1 Pictures
11743,Toaru Majutsu no Index Movie: Endymion no Kiseki,7.4,2625.0,1887,140350,179,1.0,Movie,1 hr 30 min,Finished Airing,"Action,Fantasy,Sci-Fi",J.C.Staff
98,Mai-HiME,7.4,2610.0,2098,122402,1155,26.0,TV,23 min per ep,Finished Airing,"Action,Girls Love",Sunrise
6187,Nodame Cantabile OVA,7.4,2618.0,4729,29635,11,1.0,OVA,21 min,Finished Airing,"Comedy,Romance",J.C.Staff
5290,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.4,2607.0,9072,5851,17,1.0,Movie,1 hr 35 min,Finished Airing,"Comedy,Sci-Fi",Sunrise
3652,Higurashi no Naku Koro ni Rei,7.4,2602.0,1365,207402,483,5.0,OVA,29 min per ep,Finished Airing,"Horror,Mystery,Suspense",Studio Deen
42391,Osomatsu-san 3rd Season,7.4,2619.0,5037,25534,121,25.0,TV,23 min per ep,Finished Airing,Comedy,Studio Pierrot
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,7.4,2622.0,6042,16059,48,1.0,Movie,1 hr 32 min,Finished Airing,"Drama,Sci-Fi",Xebec
24627,Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,7.4,2631.0,2368,103240,64,2.0,OVA,30 min per ep,Finished Airing,"Comedy,Romance",LIDENFILMS
6231,Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,7.4,2613.0,6494,13328,15,1.0,OVA,20 min,Finished Airing,Mystery,TMS Entertainment
5228,Initial D Extra Stage 2,7.4,2605.0,3726,47990,64,1.0,OVA,54 min,Finished Airing,"Action,Drama",A.C.G.T.
1579,Kiniro no Corda: Primo Passo,7.4,2607.0,2387,101930,868,25.0,TV,24 min per ep,Finished Airing,Romance,Yumeta Company
1394,Future GPX Cyber Formula Saga,7.4,2601.0,10710,3545,15,8.0,OVA,30 min per ep,Finished Airing,"Drama,Sci-Fi",Sunrise
4061,Shin Grimm Meisaku Gekijou,7.4,2621.0,10983,3295,6,23.0,TV,20 min per ep,Finished Airing,"Adventure,Comedy,Fantasy",Nippon Animation
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,7.4,2622.0,2197,114817,124,1.0,Movie,1 hr 30 min,Finished Airing,"Comedy,Romance",Kyoto Animation
32526,Love Live! Sunshine!!,7.4,2610.0,1441,194887,3099,13.0,TV,24 min per ep,Finished Airing,Slice of Life,Sunrise
3213,Ganbare Genki,7.4,2602.0,10771,3494,16,35.0,TV,23 min per ep,Finished Airing,"Comedy,Sports",Toei Animation
2670,Doraemon Movie 12: Nobita no Dorabian Nights,7.4,2598.0,6272,14512,7,1.0,Movie,1 hr 39 min,Finished Airing,"Adventure,Comedy,Fantasy",Shin-Ei Animation
2648,Doraemon: 2112-nen Doraemon Tanjou,7.4,2598.0,8380,7129,7,1.0,Movie,30 min,Finished Airing,"Comedy,Fantasy",Shin-Ei Animation
14123,Pokemon Black and White 2: Introduction Movie,7.4,,5683,18845,18,1.0,PV,6 min,Finished Airing,"Action,Fantasy",OLM
47413,Meitantei Conan: Hiiro no Fuzai Shoumei,7.4,2614.0,8030,7906,33,1.0,Movie,1 hr 32 min,Finished Airing,"Action,Comedy,Drama,Mystery",TMS Entertainment
50037,Kuraku Kuroku,7.4,,13057,1811,10,1.0,Music,4 min,Finished Airing,Supernatural,
11433,Ano Natsu de Matteru,7.4,2594.0,661,411834,2110,12.0,TV,23 min per ep,Finished Airing,"Drama,Romance,Sci-Fi",J.C.Staff
10714,Towa no Quon 3: Mugen no Renza,7.4,2628.0,4134,39639,17,1.0,Movie,48 min,Finished Airing,"Action,Sci-Fi",Bones
6922,Fate/stay night Movie: Unlimited Blade Works,7.4,2599.0,1162,246296,932,1.0,Movie,1 hr 45 min,Finished Airing,"Action,Fantasy",Studio Deen
1681,Brave Story,7.4,2595.0,3746,47526,198,1.0,Movie,1 hr 52 min,Finished Airing,"Action,Adventure,Fantasy",Gonzo
183,Whistle!,7.4,2629.0,6086,15806,83,39.0,TV,24 min per ep,Finished Airing,Sports,Studio Comet
1477,City Hunter: The Secret Service,7.4,2597.0,7326,10002,6,1.0,TV Special,1 hr 30 min,Finished Airing,"Action,Comedy,Mystery",Sunrise
39469,Tsugu Tsugumomo,7.4,2628.0,2050,126173,383,12.0,TV,24 min per ep,Finished Airing,"Action,Comedy,Supernatural,Ecchi",Zero-G
13663,To LOVE-Ru Darkness,7.4,2624.0,694,395537,2182,12.0,TV,23 min per ep,Finished Airing,"Comedy,Romance,Sci-Fi,Ecchi",Xebec
33157,Tanaka-kun wa Itsumo Kedaruge Specials,7.4,2623.0,4136,39610,33,7.0,Special,4 min per ep,Finished Airing,Slice of Life,SILVER LINK.
63376,"Megami ""Isekai Tensei Nani ni Naritai desu ka"" Ore ""Yuusha no Rokkotsu de""",7.39,2651.0,4563,31846,154,12.0,TV,22 min per ep,Finished Airing,"Comedy,Fantasy","Qzil.la,S.o.K"
63376,"Megami ""Isekai Tensei Nani ni Naritai desu ka"" Ore ""Yuusha no Rokkotsu de""",7.39,2651.0,4563,31846,154,12.0,TV,22 min per ep,Finished Airing,"Comedy,Fantasy","Qzil.la,S.o.K"
61942,Vigilante: Boku no Hero Academia Illegals 2nd Season,7.39,2664.0,2484,95175,140,13.0,TV,23 min per ep,Finished Airing,Action,Bones Film
61840,Yuanshen: Chen Jian Xing Lu,7.39,2671.0,13391,1652,3,1.0,ONA,3 min,Finished Airing,Fantasy,
59398,Yong Sheng: Hai Shi Xian Ling,7.39,2668.0,13280,1694,4,16.0,ONA,20 min per ep,Finished Airing,"Action,Adventure,Fantasy",Oriental Creative Color
56843,Goukon ni Ittara Onna ga Inakatta Hanashi,7.39,2641.0,2911,73892,412,12.0,TV,23 min per ep,Finished Airing,"Comedy,Romance",Ashi Productions
53780,Meitantei Conan: Haibara Ai Monogatari - Kurogane no Mystery Train,7.39,2655.0,9613,4984,14,1.0,Movie,1 hr 29 min,Finished Airing,Mystery,TMS Entertainment
51608,Q,7.39,,10664,3603,37,1.0,Music,2 min,Finished Airing,Action,
14575,Minami-ke Omatase,7.39,2654.0,4928,26828,6,1.0,OVA,25 min,Finished Airing,Comedy,feel.
8100,Mardock Scramble: The First Compression,7.39,2649.0,2824,78155,188,1.0,Movie,1 hr 9 min,Finished Airing,"Action,Sci-Fi,Suspense",GoHands
9136,Kuroshitsuji II Specials,7.39,2646.0,1957,134370,376,6.0,Special,25 min per ep,Finished Airing,"Comedy,Supernatural",A-1 Pictures
35673,Yama no Susume: Omoide Present,7.39,2668.0,5966,16636,7,1.0,OVA,26 min,Finished Airing,"Adventure,Slice of Life",8bit
35086,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",7.39,2639.0,5587,19631,31,1.0,Movie,50 min,Finished Airing,"Action,Supernatural",Wit Studio
34792,Yoake Tsugeru Lu no Uta,7.39,2668.0,3299,59201,209,1.0,Movie,1 hr 51 min,Finished Airing,"Adventure,Award Winning,Supernatural",Science SARU
34494,Sakura Quest,7.39,2658.0,1675,162386,558,25.0,TV,23 min per ep,Finished Airing,Slice of Life,P.A. Works
10793,Guilty Crown,7.39,2642.0,128,1282832,17194,22.0,TV,24 min per ep,Finished Airing,"Drama,Sci-Fi",Production I.G
42750,Kono Sekai no Tanoshimikata: Secret Story Film,7.39,2645.0,9492,5186,44,1.0,Movie,1 hr 30 min,Finished Airing,,CLAP
2596,Shinreigari,7.39,2659.0,1671,163737,903,22.0,TV,25 min per ep,Finished Airing,"Mystery,Supernatural,Suspense",Production I.G
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.39,2644.0,7908,8237,36,50.0,TV,24 min per ep,Finished Airing,"Adventure,Drama",Nippon Animation
8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,7.39,2639.0,7277,10170,10,1.0,Movie,1 hr 37 min,Finished Airing,"Adventure,Ecchi",Shin-Ei Animation
24919,Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.39,2635.0,4809,28453,48,1.0,Movie,1 hr 45 min,Finished Airing,"Action,Sci-Fi",SANZIGEN
40010,Ishuzoku Reviewers,7.39,,522,507704,9634,12.0,TV,23 min per ep,Finished Airing,"Comedy,Fantasy,Erotica",Passione
4188,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.39,2647.0,4494,33172,43,3.0,OVA,30 min per ep,Finished Airing,"Adventure,Comedy,Romance,Supernatural,Ecchi","Shaft,Studio Pastoral"
4138,Chiisana Penguin Lolo no Bouken,7.39,2636.0,10418,3911,14,3.0,OVA,30 min per ep,Finished Airing,"Adventure,Drama,Fantasy","Life Work,Soyuzmultfilm"
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.39,2658.0,5885,17247,10,1.0,Special,1 hr 1 min,Finished Airing,Comedy,Shaft
1064,Mazinkaiser,7.39,2652.0,6666,12581,69,7.0,OVA,28 min per ep,Finished Airing,"Adventure,Comedy,Sci-Fi",Brain's Base
39705,One Punch Man 2nd Season Specials,7.39,2656.0,1823,146391,154,6.0,Special,12 min per ep,Finished Airing,"Action,Comedy",J.C.Staff
3199,Nanatsu no Umi no Tico,7.39,2657.0,8464,6963,20,39.0,TV,23 min per ep,Finished Airing,"Adventure,Slice of Life",Nippon Animation
3076,Bishoujo Senshi Sailor Moon SuperS Specials,7.39,2635.0,5021,25619,18,3.0,Special,16 min per ep,Finished Airing,Romance,Toei Animation
763,Zoids,7.39,2671.0,3485,53956,299,67.0,TV,25 min per ep,Finished Airing,"Adventure,Comedy,Sci-Fi",Xebec
31884,Mahoutsukai Precure!,7.39,2648.0,5850,17543,157,50.0,TV,24 min per ep,Finished Airing,Action,Toei Animation
505,Fushigiboshi no☆Futagohime,7.39,2640.0,6392,13888,99,51.0,TV,24 min per ep,Finished Airing,Comedy,HAL Film Maker
12015,Tiger & Bunny Movie 1: The Beginning,7.39,2663.0,4885,27478,24,1.0,Movie,1 hr 32 min,Finished Airing,"Action,Comedy,Mystery",Sunrise
59,Chobits,7.39,2636.0,504,516801,4407,26.0,TV,24 min per ep,Finished Airing,"Comedy,Drama,Romance,Sci-Fi,Ecchi",Madhouse
1878,Kaze no Shoujo Emily,7.39,2645.0,7727,8744,29,26.0,TV,25 min per ep,Finished Airing,Drama,TMS Entertainment
10703,Meitantei Conan OVA 11: London kara no Maru Hi Shirei,7.39,2654.0,6313,14310,2,1.0,OVA,25 min,Finished Airing,"Adventure,Comedy,Mystery",TMS Entertainment
181,Vandread: The Second Stage,7.39,2664.0,3351,57483,124,13.0,TV,22 min per ep,Finished Airing,"Sci-Fi,Ecchi",Gonzo
156,X,7.39,2666.0,2580,90230,782,24.0,TV,24 min per ep,Finished Airing,"Action,Drama,Fantasy,Mystery",Madhouse
1474,City Hunter: Ai to Shukumei no Magnum,7.39,2638.0,7242,10298,10,1.0,Movie,1 hr 27 min,Finished Airing,"Action,Comedy,Mystery",Sunrise
50694,Summer Pockets,7.39,2660.0,2697,84029,949,26.0,TV,23 min per ep,Finished Airing,"Drama,Romance",feel.
5141,Taishou Yakyuu Musume.,7.39,2661.0,5263,22953,51,12.0,TV,24 min per ep,Finished Airing,"Comedy,Sports",J.C.Staff
53449,Hanhua Riji 4th Season,7.38,2685.0,12263,2308,6,12.0,ONA,13 min per ep,Finished Airing,"Comedy,Supernatural",L²Studio
53698,World Dai Star,7.38,2714.0,5839,17619,90,12.0,TV,24 min per ep,Finished Airing,,Lerche
